Order_ID,Order_Date,Product_ID,Product_Name,Product_Category,Supplier_ID,Supplier_Name,Supplier_Rating,Warehouse_ID,Warehouse_Name,Warehouse_Location,Warehouse_Capacity,Warehouse_Utilization,Quantity,Unit_Price,Order_Value,Shipping_Mode,Origin,Destination,Distance_KM,Shipping_Cost,Expected_Delivery_Date,Actual_Delivery_Date,Delivery_Status,Delivery_Delay_Days,Inventory_Level,Reorder_Level,Inventory_Status,Delay_Category,Order_Month,Order_Month_Name,Order_Quarter,Order_Year,Order_Day,Shipping_Cost_Per_KM,Inventory_Risk,Warehouse_Risk,Delivery_Risk,Overall_Risk
ORD06156,2025-12-02,P007,Scanner,Office Equipment,SUP006,Reliable Components,4.7,WH004,Mumbai Central,Mumbai,15000,60.82,94,9000,846000,Road,Chennai,Hyderabad,782,6256,2025-12-09,2025-12-10,On Time,1,45,157,Reorder Required,Minor Delay,12,December,Q4,2025,Tuesday,8.0,High Risk,Low Risk,Medium Risk,Medium Risk
ORD01911,2025-12-02,P002,Desktop PC,Electronics,SUP005,SmartTech Distributors,4.4,WH001,Chennai Central,Chennai,10000,48.98,16,55000,880000,Rail,Delhi,Ahmedabad,1275,6375,2025-12-12,2025-12-20,Delayed,8,976,278,Sufficient,Severe Delay,12,December,Q4,2025,Tuesday,5.0,Low Risk,Low Risk,High Risk,Medium Risk
ORD04913,2025-12-02,P012,RAM,Computer Parts,SUP003,Prime Components,4.8,WH003,Hyderabad Hub,Hyderabad,9000,72.26,3,3500,10500,Sea,Delhi,Hyderabad,504,1512,2025-12-14,2025-12-18,Delayed,4,897,194,Sufficient,Moderate Delay,12,December,Q4,2025,Tuesday,3.0,Low Risk,Low Risk,High Risk,Medium Risk
ORD07904,2025-12-02,P007,Scanner,Office Equipment,SUP006,Reliable Components,4.7,WH001,Chennai Central,Chennai,10000,67.71,51,9000,459000,Road,Hyderabad,Coimbatore,1703,13624,2025-12-09,2025-12-09,On Time,0,647,113,Sufficient,On Time,12,December,Q4,2025,Tuesday,8.0,Low Risk,Low Risk,Low Risk,Low Risk
ORD04982,2025-12-02,P006,Printer,Office Equipment,SUP007,Digital Supply Co,3.8,WH003,Hyderabad Hub,Hyderabad,9000,87.8,66,12000,792000,Air,Chennai,Jaipur,810,14580,2025-12-06,2025-12-09,Delayed,3,610,110,Sufficient,Minor Delay,12,December,Q4,2025,Tuesday,18.0,Low Risk,Medium Risk,Medium Risk,Medium Risk
ORD00295,2025-12-02,P006,Printer,Office Equipment,SUP001,TechSource India,4.6,WH006,Pune Warehouse,Pune,8000,80.18,87,12000,1044000,Rail,Pune,Coimbatore,2192,10960,2025-12-08,2025-12-08,On Time,0,513,188,Sufficient,On Time,12,December,Q4,2025,Tuesday,5.0,Low Risk,Medium Risk,Low Risk,Low Risk
ORD00231,2025-12-02,P007,Scanner,Office Equipment,SUP004,NextGen Supplies,3.9,WH003,Hyderabad Hub,Hyderabad,9000,87.63,32,9000,288000,Sea,Pune,Delhi,369,1107,2025-12-21,2025-12-21,On Time,0,203,157,Sufficient,On Time,12,December,Q4,2025,Tuesday,3.0,Medium Risk,Medium Risk,Low Risk,Medium Risk
ORD05965,2025-12-02,P009,Switch,Networking,SUP006,Reliable Components,4.7,WH003,Hyderabad Hub,Hyderabad,9000,72.68,100,7500,750000,Sea,Mumbai,Jaipur,1998,5994,2025-12-16,2025-12-16,On Time,0,784,100,Sufficient,On Time,12,December,Q4,2025,Tuesday,3.0,Low Risk,Low Risk,Low Risk,Low Risk
ORD08729,2025-12-02,P013,Graphics Card,Computer Parts,SUP008,FutureTech Suppliers,4.5,WH001,Chennai Central,Chennai,10000,87.18,29,45000,1305000,Air,Chennai,Pune,1547,27846,2025-12-06,2025-12-06,On Time,0,258,276,Reorder Required,On Time,12,December,Q4,2025,Tuesday,18.0,High Risk,Medium Risk,Low Risk,Medium Risk
ORD01071,2025-12-03,P008,Router,Networking,SUP002,Global Electronics,4.2,WH003,Hyderabad Hub,Hyderabad,9000,92.94,71,5000,355000,Road,Bangalore,Jaipur,93,744,2025-12-11,2025-12-11,On Time,0,409,151,Sufficient,On Time,12,December,Q4,2025,Wednesday,8.0,Low Risk,High Risk,Low Risk,Medium Risk
ORD04409,2025-12-03,P015,Headset,Accessories,SUP004,NextGen Supplies,3.9,WH006,Pune Warehouse,Pune,8000,47.41,16,2500,40000,Air,Delhi,Bangalore,1155,20790,2025-12-04,2025-12-06,Delayed,2,779,133,Sufficient,Minor Delay,12,December,Q4,2025,Wednesday,18.0,Low Risk,Low Risk,Medium Risk,Low Risk
ORD08416,2025-12-03,P014,Webcam,Accessories,SUP004,NextGen Supplies,3.9,WH001,Chennai Central,Chennai,10000,57.96,42,4000,168000,Rail,Chennai,Kolkata,465,2325,2025-12-08,2025-12-08,On Time,0,813,140,Sufficient,On Time,12,December,Q4,2025,Wednesday,5.0,Low Risk,Low Risk,Low Risk,Low Risk
ORD01881,2025-12-03,P004,Keyboard,Accessories,SUP004,NextGen Supplies,3.9,WH006,Pune Warehouse,Pune,8000,54.81,10,1500,15000,Air,Hyderabad,Mumbai,100,1800,2025-12-07,2025-12-10,Delayed,3,219,113,Sufficient,Minor Delay,12,December,Q4,2025,Wednesday,18.0,Low Risk,Low Risk,Medium Risk,Low Risk
ORD03725,2025-12-03,P012,RAM,Computer Parts,SUP003,Prime Components,4.8,WH003,Hyderabad Hub,Hyderabad,9000,64.66,71,3500,248500,Rail,Bangalore,Chennai,324,1620,2025-12-12,2025-12-12,On Time,0,357,178,Sufficient,On Time,12,December,Q4,2025,Wednesday,5.0,Low Risk,Low Risk,Low Risk,Low Risk
ORD07720,2025-12-03,P011,SSD,Storage,SUP004,NextGen Supplies,3.9,WH001,Chennai Central,Chennai,10000,80.03,89,7000,623000,Air,Chennai,Hyderabad,790,14220,2025-12-04,2025-12-05,On Time,1,80,215,Reorder Required,Minor Delay,12,December,Q4,2025,Wednesday,18.0,High Risk,Medium Risk,Medium Risk,High Risk
ORD05929,2025-12-03,P008,Router,Networking,SUP001,TechSource India,4.6,WH001,Chennai Central,Chennai,10000,80.13,65,5000,325000,Rail,Mumbai,Ahmedabad,1279,6395,2025-12-14,2025-12-15,On Time,1,175,134,Sufficient,Minor Delay,12,December,Q4,2025,Wednesday,5.0,Medium Risk,Medium Risk,Medium Risk,Medium Risk
ORD06119,2025-12-03,P013,Graphics Card,Computer Parts,SUP003,Prime Components,4.8,WH001,Chennai Central,Chennai,10000,96.63,77,45000,3465000,Road,Mumbai,Chennai,1615,12920,2025-12-07,2025-12-07,On Time,0,531,238,Sufficient,On Time,12,December,Q4,2025,Wednesday,8.0,Low Risk,High Risk,Low Risk,Medium Risk
ORD04042,2025-12-03,P014,Webcam,Accessories,SUP004,NextGen Supplies,3.9,WH005,Delhi Distribution,Delhi,14000,56.14,99,4000,396000,Rail,Bangalore,Coimbatore,851,4255,2025-12-11,2025-12-12,On Time,1,587,231,Sufficient,Minor Delay,12,December,Q4,2025,Wednesday,5.0,Low Risk,Low Risk,Medium Risk,Low Risk
ORD04040,2025-12-03,P005,Mouse,Accessories,SUP008,FutureTech Suppliers,4.5,WH004,Mumbai Central,Mumbai,15000,48.23,55,800,44000,Road,Bangalore,Coimbatore,673,5384,2025-12-11,2025-12-11,On Time,0,512,117,Sufficient,On Time,12,December,Q4,2025,Wednesday,8.0,Low Risk,Low Risk,Low Risk,Low Risk
ORD00558,2025-12-03,P011,SSD,Storage,SUP008,FutureTech Suppliers,4.5,WH001,Chennai Central,Chennai,10000,68.13,25,7000,175000,Rail,Chennai,Mumbai,800,4000,2025-12-08,2025-12-08,On Time,0,742,219,Sufficient,On Time,12,December,Q4,2025,Wednesday,5.0,Low Risk,Low Risk,Low Risk,Low Risk
ORD06586,2025-12-03,P005,Mouse,Accessories,SUP001,TechSource India,4.6,WH002,Bangalore Hub,Bangalore,12000,69.67,28,800,22400,Road,Hyderabad,Chennai,1074,8592,2025-12-10,2025-12-10,On Time,0,630,237,Sufficient,On Time,12,December,Q4,2025,Wednesday,8.0,Low Risk,Low Risk,Low Risk,Low Risk
ORD02610,2025-12-03,P008,Router,Networking,SUP007,Digital Supply Co,3.8,WH004,Mumbai Central,Mumbai,15000,71.65,66,5000,330000,Road,Delhi,Jaipur,1508,12064,2025-12-06,2025-12-16,Delayed,10,113,107,Sufficient,Severe Delay,12,December,Q4,2025,Wednesday,8.0,Medium Risk,Low Risk,High Risk,Medium Risk
ORD08973,2025-12-03,P010,Hard Drive,Storage,SUP003,Prime Components,4.8,WH006,Pune Warehouse,Pune,8000,60.6,23,6000,138000,Rail,Chennai,Kolkata,1568,7840,2025-12-09,2025-12-10,On Time,1,597,145,Sufficient,Minor Delay,12,December,Q4,2025,Wednesday,5.0,Low Risk,Low Risk,Medium Risk,Low Risk
ORD01747,2025-12-03,P003,Monitor,Electronics,SUP002,Global Electronics,4.2,WH003,Hyderabad Hub,Hyderabad,9000,78.43,1,18000,18000,Rail,Mumbai,Chennai,518,2590,2025-12-15,2025-12-25,Delayed,10,179,205,Reorder Required,Severe Delay,12,December,Q4,2025,Wednesday,5.0,High Risk,Medium Risk,High Risk,High Risk
ORD05793,2025-12-03,P004,Keyboard,Accessories,SUP001,TechSource India,4.6,WH004,Mumbai Central,Mumbai,15000,48.15,32,1500,48000,Air,Hyderabad,Kolkata,246,4428,2025-12-04,2025-12-05,On Time,1,742,165,Sufficient,Minor Delay,12,December,Q4,2025,Wednesday,18.0,Low Risk,Low Risk,Medium Risk,Low Risk
ORD09367,2025-12-03,P007,Scanner,Office Equipment,SUP007,Digital Supply Co,3.8,WH001,Chennai Central,Chennai,10000,64.13,23,9000,207000,Sea,Delhi,Coimbatore,1845,5535,2025-12-22,2025-12-22,On Time,0,243,237,Sufficient,On Time,12,December,Q4,2025,Wednesday,3.0,Medium Risk,Low Risk,Low Risk,Low Risk
ORD03588,2025-12-03,P015,Headset,Accessories,SUP003,Prime Components,4.8,WH003,Hyderabad Hub,Hyderabad,9000,83.63,45,2500,112500,Air,Pune,Kolkata,2098,37764,2025-12-04,2025-12-04,On Time,0,454,253,Sufficient,On Time,12,December,Q4,2025,Wednesday,18.0,Low Risk,Medium Risk,Low Risk,Low Risk
ORD00579,2025-12-03,P008,Router,Networking,SUP003,Prime Components,4.8,WH003,Hyderabad Hub,Hyderabad,9000,49.57,93,5000,465000,Sea,Mumbai,Pune,1984,5952,2025-12-15,2025-12-15,On Time,0,727,291,Sufficient,On Time,12,December,Q4,2025,Wednesday,3.0,Low Risk,Low Risk,Low Risk,Low Risk
ORD06483,2025-12-03,P013,Graphics Card,Computer Parts,SUP002,Global Electronics,4.2,WH005,Delhi Distribution,Delhi,14000,97.5,1,45000,45000,Road,Hyderabad,Ahmedabad,1274,10192,2025-12-10,2025-12-10,On Time,0,383,122,Sufficient,On Time,12,December,Q4,2025,Wednesday,8.0,Low Risk,High Risk,Low Risk,Medium Risk
ORD08856,2025-12-03,P007,Scanner,Office Equipment,SUP003,Prime Components,4.8,WH004,Mumbai Central,Mumbai,15000,83.51,95,9000,855000,Sea,Mumbai,Jaipur,197,591,2025-12-22,2025-12-22,On Time,0,742,228,Sufficient,On Time,12,December,Q4,2025,Wednesday,3.0,Low Risk,Medium Risk,Low Risk,Low Risk
ORD07475,2025-12-03,P015,Headset,Accessories,SUP002,Global Electronics,4.2,WH003,Hyderabad Hub,Hyderabad,9000,48.0,37,2500,92500,Rail,Bangalore,Coimbatore,1470,7350,2025-12-13,2025-12-13,On Time,0,548,272,Sufficient,On Time,12,December,Q4,2025,Wednesday,5.0,Low Risk,Low Risk,Low Risk,Low Risk
ORD09029,2025-12-03,P015,Headset,Accessories,SUP006,Reliable Components,4.7,WH005,Delhi Distribution,Delhi,14000,50.48,29,2500,72500,Sea,Delhi,Hyderabad,1199,3597,2025-12-23,2025-12-23,On Time,0,886,148,Sufficient,On Time,12,December,Q4,2025,Wednesday,3.0,Low Risk,Low Risk,Low Risk,Low Risk
ORD01626,2025-12-03,P009,Switch,Networking,SUP002,Global Electronics,4.2,WH005,Delhi Distribution,Delhi,14000,66.39,15,7500,112500,Road,Mumbai,Delhi,2373,18984,2025-12-07,2025-12-12,Delayed,5,64,112,Reorder Required,Moderate Delay,12,December,Q4,2025,Wednesday,8.0,High Risk,Low Risk,High Risk,High Risk
ORD00839,2025-12-03,P010,Hard Drive,Storage,SUP008,FutureTech Suppliers,4.5,WH001,Chennai Central,Chennai,10000,56.17,46,6000,276000,Rail,Mumbai,Ahmedabad,1184,5920,2025-12-08,2025-12-08,On Time,0,532,228,Sufficient,On Time,12,December,Q4,2025,Wednesday,5.0,Low Risk,Low Risk,Low Risk,Low Risk
ORD08670,2025-12-03,P002,Desktop PC,Electronics,SUP006,Reliable Components,4.7,WH002,Bangalore Hub,Bangalore,12000,53.12,67,55000,3685000,Rail,Pune,Hyderabad,1794,8970,2025-12-12,2025-12-13,On Time,1,819,256,Sufficient,Minor Delay,12,December,Q4,2025,Wednesday,5.0,Low Risk,Low Risk,Medium Risk,Low Risk
ORD09892,2025-12-03,P002,Desktop PC,Electronics,SUP003,Prime Components,4.8,WH001,Chennai Central,Chennai,10000,46.28,69,55000,3795000,Road,Delhi,Chennai,1977,15816,2025-12-09,2025-12-09,On Time,0,541,191,Sufficient,On Time,12,December,Q4,2025,Wednesday,8.0,Low Risk,Low Risk,Low Risk,Low Risk
ORD07102,2025-12-03,P003,Monitor,Electronics,SUP008,FutureTech Suppliers,4.5,WH003,Hyderabad Hub,Hyderabad,9000,93.63,48,18000,864000,Rail,Bangalore,Coimbatore,1092,5460,2025-12-09,2025-12-10,On Time,1,189,129,Sufficient,Minor Delay,12,December,Q4,2025,Wednesday,5.0,Medium Risk,High Risk,Medium Risk,High Risk
ORD03374,2025-12-03,P014,Webcam,Accessories,SUP008,FutureTech Suppliers,4.5,WH004,Mumbai Central,Mumbai,15000,46.71,78,4000,312000,Sea,Pune,Mumbai,475,1425,2025-12-22,2025-12-22,On Time,0,442,213,Sufficient,On Time,12,December,Q4,2025,Wednesday,3.0,Low Risk,Low Risk,Low Risk,Low Risk
ORD09854,2025-12-03,P009,Switch,Networking,SUP003,Prime Components,4.8,WH004,Mumbai Central,Mumbai,15000,81.25,86,7500,645000,Rail,Delhi,Chennai,1482,7410,2025-12-12,2025-12-12,On Time,0,832,101,Sufficient,On Time,12,December,Q4,2025,Wednesday,5.0,Low Risk,Medium Risk,Low Risk,Low Risk
ORD06063,2025-12-03,P013,Graphics Card,Computer Parts,SUP005,SmartTech Distributors,4.4,WH006,Pune Warehouse,Pune,8000,86.21,56,45000,2520000,Air,Pune,Chennai,940,16920,2025-12-05,2025-12-05,On Time,0,412,229,Sufficient,On Time,12,December,Q4,2025,Wednesday,18.0,Low Risk,Medium Risk,Low Risk,Low Risk
ORD09132,2025-12-03,P015,Headset,Accessories,SUP005,SmartTech Distributors,4.4,WH006,Pune Warehouse,Pune,8000,71.3,59,2500,147500,Road,Bangalore,Hyderabad,1225,9800,2025-12-07,2025-12-07,On Time,0,761,233,Sufficient,On Time,12,December,Q4,2025,Wednesday,8.0,Low Risk,Low Risk,Low Risk,Low Risk
ORD00722,2025-12-03,P005,Mouse,Accessories,SUP004,NextGen Supplies,3.9,WH004,Mumbai Central,Mumbai,15000,79.78,51,800,40800,Air,Hyderabad,Pune,1804,32472,2025-12-05,2025-12-05,On Time,0,131,212,Reorder Required,On Time,12,December,Q4,2025,Wednesday,18.0,High Risk,Medium Risk,Low Risk,Medium Risk
ORD08041,2025-12-03,P013,Graphics Card,Computer Parts,SUP003,Prime Components,4.8,WH005,Delhi Distribution,Delhi,14000,53.25,77,45000,3465000,Sea,Mumbai,Chennai,1699,5097,2025-12-17,2025-12-17,On Time,0,968,155,Sufficient,On Time,12,December,Q4,2025,Wednesday,3.0,Low Risk,Low Risk,Low Risk,Low Risk
ORD05818,2025-12-03,P007,Scanner,Office Equipment,SUP003,Prime Components,4.8,WH001,Chennai Central,Chennai,10000,79.28,15,9000,135000,Road,Mumbai,Jaipur,201,1608,2025-12-08,2025-12-08,On Time,0,130,177,Reorder Required,On Time,12,December,Q4,2025,Wednesday,8.0,High Risk,Medium Risk,Low Risk,Medium Risk
ORD07117,2025-12-03,P008,Router,Networking,SUP006,Reliable Components,4.7,WH003,Hyderabad Hub,Hyderabad,9000,67.44,80,5000,400000,Sea,Delhi,Chennai,1658,4974,2025-12-23,2025-12-23,On Time,0,221,107,Sufficient,On Time,12,December,Q4,2025,Wednesday,3.0,Low Risk,Low Risk,Low Risk,Low Risk
ORD06037,2025-12-03,P001,Laptop,Electronics,SUP008,FutureTech Suppliers,4.5,WH003,Hyderabad Hub,Hyderabad,9000,83.11,69,65000,4485000,Sea,Delhi,Jaipur,934,2802,2025-12-18,2025-12-18,On Time,0,604,224,Sufficient,On Time,12,December,Q4,2025,Wednesday,3.0,Low Risk,Medium Risk,Low Risk,Low Risk
ORD09652,2025-12-04,P004,Keyboard,Accessories,SUP003,Prime Components,4.8,WH003,Hyderabad Hub,Hyderabad,9000,67.42,40,1500,60000,Air,Bangalore,Coimbatore,1437,25866,2025-12-05,2025-12-06,On Time,1,436,120,Sufficient,Minor Delay,12,December,Q4,2025,Thursday,18.0,Low Risk,Low Risk,Medium Risk,Low Risk
ORD08143,2025-12-04,P004,Keyboard,Accessories,SUP005,SmartTech Distributors,4.4,WH001,Chennai Central,Chennai,10000,77.58,53,1500,79500,Air,Bangalore,Ahmedabad,548,9864,2025-12-08,2025-12-09,On Time,1,867,118,Sufficient,Minor Delay,12,December,Q4,2025,Thursday,18.0,Low Risk,Medium Risk,Medium Risk,Medium Risk
ORD01723,2025-12-04,P015,Headset,Accessories,SUP007,Digital Supply Co,3.8,WH005,Delhi Distribution,Delhi,14000,96.66,47,2500,117500,Sea,Mumbai,Chennai,1778,5334,2025-12-17,2025-12-17,On Time,0,204,259,Reorder Required,On Time,12,December,Q4,2025,Thursday,3.0,High Risk,High Risk,Low Risk,High Risk
ORD09297,2025-12-04,P009,Switch,Networking,SUP002,Global Electronics,4.2,WH001,Chennai Central,Chennai,10000,47.7,93,7500,697500,Road,Pune,Delhi,304,2432,2025-12-09,2025-12-17,Delayed,8,240,124,Sufficient,Severe Delay,12,December,Q4,2025,Thursday,8.0,Low Risk,Low Risk,High Risk,Medium Risk
ORD01398,2025-12-04,P009,Switch,Networking,SUP008,FutureTech Suppliers,4.5,WH001,Chennai Central,Chennai,10000,51.42,51,7500,382500,Rail,Delhi,Mumbai,756,3780,2025-12-09,2025-12-09,On Time,0,191,137,Sufficient,On Time,12,December,Q4,2025,Thursday,5.0,Medium Risk,Low Risk,Low Risk,Low Risk
ORD09419,2025-12-04,P011,SSD,Storage,SUP003,Prime Components,4.8,WH002,Bangalore Hub,Bangalore,12000,52.04,39,7000,273000,Rail,Pune,Chennai,106,530,2025-12-16,2025-12-16,On Time,0,98,267,Reorder Required,On Time,12,December,Q4,2025,Thursday,5.0,High Risk,Low Risk,Low Risk,Medium Risk
ORD06003,2025-12-04,P003,Monitor,Electronics,SUP008,FutureTech Suppliers,4.5,WH003,Hyderabad Hub,Hyderabad,9000,87.28,13,18000,234000,Sea,Pune,Hyderabad,2220,6660,2025-12-20,2025-12-25,Delayed,5,659,178,Sufficient,Moderate Delay,12,December,Q4,2025,Thursday,3.0,Low Risk,Medium Risk,High Risk,Medium Risk
ORD01895,2025-12-04,P005,Mouse,Accessories,SUP007,Digital Supply Co,3.8,WH005,Delhi Distribution,Delhi,14000,52.8,43,800,34400,Sea,Bangalore,Jaipur,157,471,2025-12-20,2025-12-21,On Time,1,768,237,Sufficient,Minor Delay,12,December,Q4,2025,Thursday,3.0,Low Risk,Low Risk,Medium Risk,Low Risk
ORD00645,2025-12-04,P014,Webcam,Accessories,SUP006,Reliable Components,4.7,WH003,Hyderabad Hub,Hyderabad,9000,93.87,29,4000,116000,Sea,Mumbai,Kolkata,2252,6756,2025-12-18,2025-12-18,On Time,0,601,108,Sufficient,On Time,12,December,Q4,2025,Thursday,3.0,Low Risk,High Risk,Low Risk,Medium Risk
ORD05695,2025-12-04,P007,Scanner,Office Equipment,SUP001,TechSource India,4.6,WH004,Mumbai Central,Mumbai,15000,50.7,31,9000,279000,Rail,Delhi,Hyderabad,487,2435,2025-12-09,2025-12-09,On Time,0,67,259,Reorder Required,On Time,12,December,Q4,2025,Thursday,5.0,High Risk,Low Risk,Low Risk,Medium Risk
ORD03690,2025-12-04,P002,Desktop PC,Electronics,SUP006,Reliable Components,4.7,WH001,Chennai Central,Chennai,10000,66.67,21,55000,1155000,Road,Mumbai,Ahmedabad,1701,13608,2025-12-12,2025-12-21,Delayed,9,973,255,Sufficient,Severe Delay,12,December,Q4,2025,Thursday,8.0,Low Risk,Low Risk,High Risk,Medium Risk
ORD00704,2025-12-04,P015,Headset,Accessories,SUP002,Global Electronics,4.2,WH002,Bangalore Hub,Bangalore,12000,79.59,77,2500,192500,Rail,Chennai,Coimbatore,1881,9405,2025-12-14,2025-12-17,Delayed,3,608,152,Sufficient,Minor Delay,12,December,Q4,2025,Thursday,5.0,Low Risk,Medium Risk,Medium Risk,Medium Risk
ORD09183,2025-12-04,P009,Switch,Networking,SUP002,Global Electronics,4.2,WH004,Mumbai Central,Mumbai,15000,85.61,64,7500,480000,Rail,Hyderabad,Mumbai,1481,7405,2025-12-10,2025-12-10,On Time,0,775,175,Sufficient,On Time,12,December,Q4,2025,Thursday,5.0,Low Risk,Medium Risk,Low Risk,Low Risk
ORD03918,2025-12-04,P003,Monitor,Electronics,SUP008,FutureTech Suppliers,4.5,WH002,Bangalore Hub,Bangalore,12000,75.89,36,18000,648000,Air,Pune,Jaipur,1524,27432,2025-12-06,2025-12-07,On Time,1,413,246,Sufficient,Minor Delay,12,December,Q4,2025,Thursday,18.0,Low Risk,Medium Risk,Medium Risk,Medium Risk
ORD06971,2025-12-04,P011,SSD,Storage,SUP006,Reliable Components,4.7,WH001,Chennai Central,Chennai,10000,48.89,22,7000,154000,Sea,Hyderabad,Jaipur,2282,6846,2025-12-23,2025-12-24,Delayed,1,98,129,Reorder Required,Minor Delay,12,December,Q4,2025,Thursday,3.0,High Risk,Low Risk,Medium Risk,Medium Risk
ORD00331,2025-12-04,P014,Webcam,Accessories,SUP003,Prime Components,4.8,WH006,Pune Warehouse,Pune,8000,47.27,94,4000,376000,Sea,Hyderabad,Chennai,946,2838,2025-12-21,2025-12-21,On Time,0,398,159,Sufficient,On Time,12,December,Q4,2025,Thursday,3.0,Low Risk,Low Risk,Low Risk,Low Risk
ORD00090,2025-12-04,P009,Switch,Networking,SUP005,SmartTech Distributors,4.4,WH004,Mumbai Central,Mumbai,15000,48.9,83,7500,622500,Road,Chennai,Ahmedabad,1695,13560,2025-12-10,2025-12-11,On Time,1,749,213,Sufficient,Minor Delay,12,December,Q4,2025,Thursday,8.0,Low Risk,Low Risk,Medium Risk,Low Risk
ORD03836,2025-12-04,P013,Graphics Card,Computer Parts,SUP001,TechSource India,4.6,WH005,Delhi Distribution,Delhi,14000,85.05,46,45000,2070000,Sea,Bangalore,Kolkata,280,840,2025-12-17,2025-12-17,On Time,0,184,229,Reorder Required,On Time,12,December,Q4,2025,Thursday,3.0,High Risk,Medium Risk,Low Risk,Medium Risk
ORD07469,2025-12-04,P009,Switch,Networking,SUP006,Reliable Components,4.7,WH003,Hyderabad Hub,Hyderabad,9000,79.32,22,7500,165000,Sea,Delhi,Jaipur,865,2595,2025-12-20,2025-12-20,On Time,0,329,228,Sufficient,On Time,12,December,Q4,2025,Thursday,3.0,Medium Risk,Medium Risk,Low Risk,Medium Risk
ORD07543,2025-12-04,P011,SSD,Storage,SUP006,Reliable Components,4.7,WH005,Delhi Distribution,Delhi,14000,51.04,50,7000,350000,Rail,Mumbai,Coimbatore,168,840,2025-12-15,2025-12-16,On Time,1,262,132,Sufficient,Minor Delay,12,December,Q4,2025,Thursday,5.0,Low Risk,Low Risk,Medium Risk,Low Risk
ORD00070,2025-12-04,P008,Router,Networking,SUP003,Prime Components,4.8,WH004,Mumbai Central,Mumbai,15000,96.98,69,5000,345000,Sea,Hyderabad,Pune,2310,6930,2025-12-22,2025-12-22,On Time,0,910,148,Sufficient,On Time,12,December,Q4,2025,Thursday,3.0,Low Risk,High Risk,Low Risk,Medium Risk
ORD07064,2025-12-04,P002,Desktop PC,Electronics,SUP001,TechSource India,4.6,WH005,Delhi Distribution,Delhi,14000,84.85,26,55000,1430000,Rail,Delhi,Pune,1599,7995,2025-12-12,2025-12-13,On Time,1,253,291,Reorder Required,Minor Delay,12,December,Q4,2025,Thursday,5.0,High Risk,Medium Risk,Medium Risk,High Risk
ORD01408,2025-12-05,P011,SSD,Storage,SUP008,FutureTech Suppliers,4.5,WH005,Delhi Distribution,Delhi,14000,75.18,10,7000,70000,Air,Chennai,Pune,2472,44496,2025-12-09,2025-12-10,On Time,1,884,119,Sufficient,Minor Delay,12,December,Q4,2025,Friday,18.0,Low Risk,Medium Risk,Medium Risk,Medium Risk
ORD05616,2025-12-05,P003,Monitor,Electronics,SUP008,FutureTech Suppliers,4.5,WH005,Delhi Distribution,Delhi,14000,68.0,66,18000,1188000,Road,Chennai,Mumbai,1267,10136,2025-12-11,2025-12-11,On Time,0,981,244,Sufficient,On Time,12,December,Q4,2025,Friday,8.0,Low Risk,Low Risk,Low Risk,Low Risk
ORD06389,2025-12-05,P013,Graphics Card,Computer Parts,SUP001,TechSource India,4.6,WH005,Delhi Distribution,Delhi,14000,76.57,14,45000,630000,Rail,Bangalore,Chennai,2076,10380,2025-12-17,2025-12-24,Delayed,7,772,135,Sufficient,Moderate Delay,12,December,Q4,2025,Friday,5.0,Low Risk,Medium Risk,High Risk,Medium Risk
ORD04624,2025-12-05,P011,SSD,Storage,SUP004,NextGen Supplies,3.9,WH005,Delhi Distribution,Delhi,14000,72.16,55,7000,385000,Sea,Hyderabad,Coimbatore,1547,4641,2025-12-16,2025-12-16,On Time,0,627,100,Sufficient,On Time,12,December,Q4,2025,Friday,3.0,Low Risk,Low Risk,Low Risk,Low Risk
ORD02801,2025-12-05,P008,Router,Networking,SUP003,Prime Components,4.8,WH001,Chennai Central,Chennai,10000,54.09,17,5000,85000,Road,Hyderabad,Bangalore,2393,19144,2025-12-08,2025-12-08,On Time,0,768,197,Sufficient,On Time,12,December,Q4,2025,Friday,8.0,Low Risk,Low Risk,Low Risk,Low Risk
ORD09503,2025-12-05,P007,Scanner,Office Equipment,SUP005,SmartTech Distributors,4.4,WH006,Pune Warehouse,Pune,8000,77.3,82,9000,738000,Air,Pune,Coimbatore,524,9432,2025-12-07,2025-12-07,On Time,0,227,122,Sufficient,On Time,12,December,Q4,2025,Friday,18.0,Low Risk,Medium Risk,Low Risk,Low Risk
ORD06826,2025-12-05,P012,RAM,Computer Parts,SUP002,Global Electronics,4.2,WH006,Pune Warehouse,Pune,8000,68.51,43,3500,150500,Air,Delhi,Mumbai,344,6192,2025-12-08,2025-12-08,On Time,0,630,285,Sufficient,On Time,12,December,Q4,2025,Friday,18.0,Low Risk,Low Risk,Low Risk,Low Risk
ORD05561,2025-12-05,P009,Switch,Networking,SUP006,Reliable Components,4.7,WH006,Pune Warehouse,Pune,8000,69.34,5,7500,37500,Sea,Chennai,Kolkata,325,975,2025-12-18,2025-12-21,Delayed,3,982,131,Sufficient,Minor Delay,12,December,Q4,2025,Friday,3.0,Low Risk,Low Risk,Medium Risk,Low Risk
ORD04414,2025-12-05,P005,Mouse,Accessories,SUP007,Digital Supply Co,3.8,WH004,Mumbai Central,Mumbai,15000,83.17,56,800,44800,Rail,Chennai,Ahmedabad,763,3815,2025-12-17,2025-12-21,Delayed,4,737,129,Sufficient,Moderate Delay,12,December,Q4,2025,Friday,5.0,Low Risk,Medium Risk,High Risk,Medium Risk
