Order_ID,Order_Date,Product_ID,Product_Name,Product_Category,Supplier_ID,Supplier_Name,Supplier_Rating,Warehouse_ID,Warehouse_Name,Warehouse_Location,Warehouse_Capacity,Warehouse_Utilization,Quantity,Unit_Price,Order_Value,Shipping_Mode,Origin,Destination,Distance_KM,Shipping_Cost,Expected_Delivery_Date,Actual_Delivery_Date,Delivery_Status,Delivery_Delay_Days,Inventory_Level,Reorder_Level,Inventory_Status
ORD07957,2025-07-26,P012,RAM,Computer Parts,SUP001,TechSource India,4.6,WH001,Chennai Central,Chennai,10000,66.24,27,3500,94500,Air,Pune,Ahmedabad,1706,30708,2025-07-29,2025-07-29,On Time,0,378,217,Sufficient
ORD07958,2025-02-04,P012,RAM,Computer Parts,SUP001,TechSource India,4.6,WH006,Pune Warehouse,Pune,8000,50.48,41,3500,143500,Rail,Chennai,Kolkata,2246,11230,2025-02-10,2025-02-11,On Time,1,623,207,Sufficient
ORD07959,2025-10-09,P014,Webcam,Accessories,SUP008,FutureTech Suppliers,4.5,WH002,Bangalore Hub,Bangalore,12000,84.7,87,4000,348000,Air,Bangalore,Pune,2012,36216,2025-10-10,2025-10-10,On Time,0,754,132,Sufficient
ORD07960,2025-04-28,P005,Mouse,Accessories,SUP008,FutureTech Suppliers,4.5,WH004,Mumbai Central,Mumbai,15000,97.08,89,800,71200,Road,Hyderabad,Ahmedabad,605,4840,2025-05-06,2025-05-06,On Time,0,217,232,Reorder Required
ORD07961,2025-02-19,P011,SSD,Storage,SUP004,NextGen Supplies,3.9,WH005,Delhi Distribution,Delhi,14000,90.85,92,7000,644000,Rail,Mumbai,Hyderabad,2363,11815,2025-02-25,2025-02-26,On Time,1,275,142,Sufficient
ORD07962,2025-12-01,P002,Desktop PC,Electronics,SUP001,TechSource India,4.6,WH005,Delhi Distribution,Delhi,14000,66.88,96,55000,5280000,Road,Pune,Delhi,1124,8992,2025-12-04,2025-12-04,On Time,0,929,105,Sufficient
ORD07963,2025-10-19,P011,SSD,Storage,SUP005,SmartTech Distributors,4.4,WH005,Delhi Distribution,Delhi,14000,68.91,23,7000,161000,Sea,Bangalore,Delhi,2125,6375,2025-11-02,2025-11-02,On Time,0,427,144,Sufficient
ORD07964,2025-09-01,P002,Desktop PC,Electronics,SUP005,SmartTech Distributors,4.4,WH002,Bangalore Hub,Bangalore,12000,52.12,45,55000,2475000,Air,Mumbai,Chennai,2075,37350,2025-09-03,2025-09-03,On Time,0,952,116,Sufficient
ORD07965,2025-06-25,P007,Scanner,Office Equipment,SUP007,Digital Supply Co,3.8,WH004,Mumbai Central,Mumbai,15000,87.9,13,9000,117000,Air,Mumbai,Jaipur,1508,27144,2025-06-29,2025-07-02,Delayed,3,715,200,Sufficient
ORD07966,2025-11-27,P012,RAM,Computer Parts,SUP001,TechSource India,4.6,WH003,Hyderabad Hub,Hyderabad,9000,73.26,30,3500,105000,Rail,Pune,Jaipur,746,3730,2025-12-02,2025-12-02,On Time,0,36,253,Reorder Required
ORD07967,2025-11-01,P013,Graphics Card,Computer Parts,SUP004,NextGen Supplies,3.9,WH005,Delhi Distribution,Delhi,14000,73.0,52,45000,2340000,Road,Hyderabad,Ahmedabad,1322,10576,2025-11-06,2025-11-11,Delayed,5,149,241,Reorder Required
ORD07968,2025-11-27,P014,Webcam,Accessories,SUP002,Global Electronics,4.2,WH005,Delhi Distribution,Delhi,14000,47.69,40,4000,160000,Sea,Pune,Hyderabad,2447,7341,2025-12-15,2025-12-15,On Time,0,34,128,Reorder Required
ORD07969,2025-09-09,P003,Monitor,Electronics,SUP003,Prime Components,4.8,WH006,Pune Warehouse,Pune,8000,77.18,69,18000,1242000,Sea,Chennai,Bangalore,1745,5235,2025-09-23,2025-09-24,On Time,1,582,273,Sufficient
ORD07970,2025-04-30,P004,Keyboard,Accessories,SUP008,FutureTech Suppliers,4.5,WH002,Bangalore Hub,Bangalore,12000,61.73,99,1500,148500,Rail,Chennai,Hyderabad,1517,7585,2025-05-08,2025-05-08,On Time,0,649,206,Sufficient
ORD07971,2025-12-07,P015,Headset,Accessories,SUP005,SmartTech Distributors,4.4,WH001,Chennai Central,Chennai,10000,59.63,23,2500,57500,Sea,Delhi,Kolkata,1398,4194,2025-12-27,2025-12-28,On Time,1,62,226,Reorder Required
ORD07972,2025-08-03,P009,Switch,Networking,SUP002,Global Electronics,4.2,WH006,Pune Warehouse,Pune,8000,64.49,10,7500,75000,Rail,Hyderabad,Kolkata,2357,11785,2025-08-12,2025-08-21,Delayed,9,849,186,Sufficient
ORD07973,2025-04-11,P009,Switch,Networking,SUP004,NextGen Supplies,3.9,WH001,Chennai Central,Chennai,10000,74.63,87,7500,652500,Sea,Hyderabad,Chennai,103,309,2025-04-30,2025-04-30,On Time,0,906,166,Sufficient
ORD07974,2025-09-30,P001,Laptop,Electronics,SUP002,Global Electronics,4.2,WH005,Delhi Distribution,Delhi,14000,57.37,28,65000,1820000,Air,Bangalore,Delhi,2482,44676,2025-10-02,2025-10-03,On Time,1,962,120,Sufficient
ORD07975,2025-05-10,P005,Mouse,Accessories,SUP004,NextGen Supplies,3.9,WH005,Delhi Distribution,Delhi,14000,58.88,15,800,12000,Air,Pune,Jaipur,919,16542,2025-05-14,2025-05-14,On Time,0,382,258,Sufficient
ORD07976,2025-08-12,P005,Mouse,Accessories,SUP006,Reliable Components,4.7,WH004,Mumbai Central,Mumbai,15000,85.46,46,800,36800,Rail,Pune,Kolkata,699,3495,2025-08-18,2025-08-18,On Time,0,958,154,Sufficient
ORD07977,2025-10-11,P011,SSD,Storage,SUP008,FutureTech Suppliers,4.5,WH005,Delhi Distribution,Delhi,14000,50.94,52,7000,364000,Road,Bangalore,Chennai,1312,10496,2025-10-14,2025-10-14,On Time,0,795,113,Sufficient
ORD07978,2025-11-04,P014,Webcam,Accessories,SUP002,Global Electronics,4.2,WH006,Pune Warehouse,Pune,8000,92.39,53,4000,212000,Air,Mumbai,Bangalore,804,14472,2025-11-05,2025-11-05,On Time,0,690,157,Sufficient
ORD07979,2025-02-11,P001,Laptop,Electronics,SUP001,TechSource India,4.6,WH006,Pune Warehouse,Pune,8000,77.33,51,65000,3315000,Rail,Delhi,Pune,526,2630,2025-02-18,2025-02-18,On Time,0,717,266,Sufficient
ORD07980,2025-10-31,P003,Monitor,Electronics,SUP002,Global Electronics,4.2,WH005,Delhi Distribution,Delhi,14000,87.49,78,18000,1404000,Road,Chennai,Jaipur,323,2584,2025-11-04,2025-11-04,On Time,0,215,118,Sufficient
ORD07981,2025-03-18,P014,Webcam,Accessories,SUP001,TechSource India,4.6,WH006,Pune Warehouse,Pune,8000,71.88,33,4000,132000,Sea,Pune,Hyderabad,1953,5859,2025-03-28,2025-03-30,Delayed,2,825,293,Sufficient
ORD07982,2025-02-07,P004,Keyboard,Accessories,SUP003,Prime Components,4.8,WH003,Hyderabad Hub,Hyderabad,9000,64.32,86,1500,129000,Road,Hyderabad,Mumbai,177,1416,2025-02-11,2025-02-11,On Time,0,544,182,Sufficient
ORD07983,2025-01-13,P013,Graphics Card,Computer Parts,SUP003,Prime Components,4.8,WH003,Hyderabad Hub,Hyderabad,9000,58.38,30,45000,1350000,Sea,Chennai,Delhi,468,1404,2025-01-24,2025-01-24,On Time,0,472,271,Sufficient
ORD07984,2025-10-15,P007,Scanner,Office Equipment,SUP001,TechSource India,4.6,WH001,Chennai Central,Chennai,10000,59.43,38,9000,342000,Air,Chennai,Hyderabad,1634,29412,2025-10-19,2025-10-20,On Time,1,588,281,Sufficient
ORD07985,2025-12-13,P004,Keyboard,Accessories,SUP008,FutureTech Suppliers,4.5,WH006,Pune Warehouse,Pune,8000,53.31,50,1500,75000,Road,Chennai,Jaipur,659,5272,2025-12-18,2025-12-18,On Time,0,312,195,Sufficient
ORD07986,2025-08-15,P014,Webcam,Accessories,SUP002,Global Electronics,4.2,WH003,Hyderabad Hub,Hyderabad,9000,76.3,67,4000,268000,Road,Pune,Mumbai,1270,10160,2025-08-18,2025-08-18,On Time,0,647,135,Sufficient
ORD07987,2025-03-31,P007,Scanner,Office Equipment,SUP005,SmartTech Distributors,4.4,WH004,Mumbai Central,Mumbai,15000,63.84,90,9000,810000,Road,Mumbai,Ahmedabad,474,3792,2025-04-03,2025-04-11,Delayed,8,649,243,Sufficient
ORD07988,2025-10-22,P003,Monitor,Electronics,SUP002,Global Electronics,4.2,WH005,Delhi Distribution,Delhi,14000,68.63,8,18000,144000,Air,Bangalore,Jaipur,2472,44496,2025-10-26,2025-10-27,On Time,1,849,130,Sufficient
ORD07989,2025-10-24,P004,Keyboard,Accessories,SUP005,SmartTech Distributors,4.4,WH002,Bangalore Hub,Bangalore,12000,97.83,15,1500,22500,Sea,Hyderabad,Mumbai,180,540,2025-11-06,2025-11-06,On Time,0,705,139,Sufficient
ORD07990,2025-12-23,P001,Laptop,Electronics,SUP003,Prime Components,4.8,WH003,Hyderabad Hub,Hyderabad,9000,61.51,65,65000,4225000,Sea,Delhi,Kolkata,1714,5142,2026-01-05,2026-01-06,On Time,1,220,293,Reorder Required
ORD07991,2025-08-03,P003,Monitor,Electronics,SUP004,NextGen Supplies,3.9,WH002,Bangalore Hub,Bangalore,12000,62.46,87,18000,1566000,Road,Mumbai,Coimbatore,743,5944,2025-08-08,2025-08-08,On Time,0,617,212,Sufficient
ORD07992,2025-04-19,P015,Headset,Accessories,SUP003,Prime Components,4.8,WH005,Delhi Distribution,Delhi,14000,56.13,36,2500,90000,Road,Delhi,Mumbai,1103,8824,2025-04-23,2025-04-23,On Time,0,860,107,Sufficient
ORD07993,2025-04-07,P007,Scanner,Office Equipment,SUP006,Reliable Components,4.7,WH004,Mumbai Central,Mumbai,15000,47.17,36,9000,324000,Road,Delhi,Bangalore,1623,12984,2025-04-11,2025-04-21,Delayed,10,189,215,Reorder Required
ORD07994,2025-09-19,P015,Headset,Accessories,SUP007,Digital Supply Co,3.8,WH005,Delhi Distribution,Delhi,14000,52.07,77,2500,192500,Road,Chennai,Coimbatore,1952,15616,2025-09-23,2025-09-23,On Time,0,283,300,Reorder Required
ORD07995,2025-10-22,P010,Hard Drive,Storage,SUP001,TechSource India,4.6,WH004,Mumbai Central,Mumbai,15000,78.93,26,6000,156000,Sea,Mumbai,Ahmedabad,967,2901,2025-11-10,2025-11-10,On Time,0,688,146,Sufficient
ORD07996,2025-03-02,P002,Desktop PC,Electronics,SUP003,Prime Components,4.8,WH004,Mumbai Central,Mumbai,15000,76.6,100,55000,5500000,Rail,Bangalore,Ahmedabad,1205,6025,2025-03-10,2025-03-18,Delayed,8,94,245,Reorder Required
ORD07997,2025-02-05,P014,Webcam,Accessories,SUP001,TechSource India,4.6,WH004,Mumbai Central,Mumbai,15000,77.25,42,4000,168000,Road,Pune,Ahmedabad,1288,10304,2025-02-10,2025-02-10,On Time,0,649,300,Sufficient
ORD07998,2025-06-03,P014,Webcam,Accessories,SUP002,Global Electronics,4.2,WH004,Mumbai Central,Mumbai,15000,97.19,37,4000,148000,Rail,Mumbai,Chennai,1451,7255,2025-06-13,2025-06-13,On Time,0,648,173,Sufficient
ORD07999,2025-07-30,P001,Laptop,Electronics,SUP003,Prime Components,4.8,WH001,Chennai Central,Chennai,10000,63.82,71,65000,4615000,Road,Pune,Hyderabad,2464,19712,2025-08-06,2025-08-07,On Time,1,902,231,Sufficient
ORD08000,2025-11-11,P015,Headset,Accessories,SUP001,TechSource India,4.6,WH001,Chennai Central,Chennai,10000,62.96,88,2500,220000,Road,Mumbai,Ahmedabad,2347,18776,2025-11-14,2025-11-15,On Time,1,229,255,Reorder Required
ORD08001,2025-07-25,P011,SSD,Storage,SUP003,Prime Components,4.8,WH002,Bangalore Hub,Bangalore,12000,85.66,97,7000,679000,Road,Bangalore,Ahmedabad,2081,16648,2025-08-01,2025-08-01,On Time,0,134,201,Reorder Required
ORD08002,2025-10-14,P009,Switch,Networking,SUP008,FutureTech Suppliers,4.5,WH002,Bangalore Hub,Bangalore,12000,66.82,88,7500,660000,Sea,Hyderabad,Coimbatore,1508,4524,2025-10-30,2025-11-06,Delayed,7,413,141,Sufficient
ORD08003,2025-10-15,P008,Router,Networking,SUP004,NextGen Supplies,3.9,WH003,Hyderabad Hub,Hyderabad,9000,49.4,37,5000,185000,Sea,Mumbai,Hyderabad,409,1227,2025-11-03,2025-11-03,On Time,0,811,119,Sufficient
ORD08004,2025-03-19,P002,Desktop PC,Electronics,SUP008,FutureTech Suppliers,4.5,WH005,Delhi Distribution,Delhi,14000,53.37,44,55000,2420000,Road,Pune,Bangalore,597,4776,2025-03-25,2025-03-25,On Time,0,346,155,Sufficient
ORD08005,2025-05-18,P009,Switch,Networking,SUP005,SmartTech Distributors,4.4,WH001,Chennai Central,Chennai,10000,94.29,45,7500,337500,Road,Hyderabad,Ahmedabad,163,1304,2025-05-25,2025-05-25,On Time,0,780,201,Sufficient
ORD08006,2025-01-29,P007,Scanner,Office Equipment,SUP005,SmartTech Distributors,4.4,WH005,Delhi Distribution,Delhi,14000,72.41,20,9000,180000,Rail,Pune,Ahmedabad,1588,7940,2025-02-04,2025-02-04,On Time,0,401,225,Sufficient
ORD08007,2025-07-28,P012,RAM,Computer Parts,SUP002,Global Electronics,4.2,WH006,Pune Warehouse,Pune,8000,65.3,72,3500,252000,Rail,Bangalore,Jaipur,1222,6110,2025-08-03,2025-08-10,Delayed,7,561,208,Sufficient
ORD08008,2025-11-24,P015,Headset,Accessories,SUP001,TechSource India,4.6,WH005,Delhi Distribution,Delhi,14000,47.07,40,2500,100000,Air,Pune,Bangalore,1819,32742,2025-11-25,2025-11-25,On Time,0,42,188,Reorder Required
ORD08009,2025-12-27,P010,Hard Drive,Storage,SUP003,Prime Components,4.8,WH006,Pune Warehouse,Pune,8000,60.14,21,6000,126000,Sea,Mumbai,Hyderabad,2239,6717,2026-01-12,2026-01-12,On Time,0,886,298,Sufficient
ORD08010,2025-11-24,P004,Keyboard,Accessories,SUP001,TechSource India,4.6,WH001,Chennai Central,Chennai,10000,83.38,36,1500,54000,Sea,Chennai,Mumbai,553,1659,2025-12-13,2025-12-13,On Time,0,409,177,Sufficient
ORD08011,2025-05-20,P005,Mouse,Accessories,SUP004,NextGen Supplies,3.9,WH002,Bangalore Hub,Bangalore,12000,45.63,42,800,33600,Air,Bangalore,Delhi,1814,32652,2025-05-24,2025-05-24,On Time,0,741,180,Sufficient
ORD08012,2025-05-02,P008,Router,Networking,SUP004,NextGen Supplies,3.9,WH004,Mumbai Central,Mumbai,15000,60.35,9,5000,45000,Rail,Hyderabad,Kolkata,2408,12040,2025-05-08,2025-05-13,Delayed,5,500,263,Sufficient
ORD08013,2025-10-03,P014,Webcam,Accessories,SUP006,Reliable Components,4.7,WH002,Bangalore Hub,Bangalore,12000,69.22,99,4000,396000,Road,Delhi,Hyderabad,1285,10280,2025-10-11,2025-10-12,On Time,1,81,126,Reorder Required
ORD08014,2025-10-15,P002,Desktop PC,Electronics,SUP004,NextGen Supplies,3.9,WH003,Hyderabad Hub,Hyderabad,9000,63.4,81,55000,4455000,Air,Bangalore,Hyderabad,375,6750,2025-10-16,2025-10-17,On Time,1,317,128,Sufficient
ORD08015,2025-08-22,P010,Hard Drive,Storage,SUP006,Reliable Components,4.7,WH004,Mumbai Central,Mumbai,15000,56.92,63,6000,378000,Air,Pune,Ahmedabad,1801,32418,2025-08-23,2025-08-23,On Time,0,67,126,Reorder Required
ORD08016,2025-06-18,P009,Switch,Networking,SUP004,NextGen Supplies,3.9,WH003,Hyderabad Hub,Hyderabad,9000,79.63,21,7500,157500,Rail,Delhi,Coimbatore,636,3180,2025-06-29,2025-06-30,On Time,1,119,251,Reorder Required
ORD08017,2025-11-17,P003,Monitor,Electronics,SUP006,Reliable Components,4.7,WH003,Hyderabad Hub,Hyderabad,9000,69.74,48,18000,864000,Sea,Bangalore,Coimbatore,458,1374,2025-11-30,2025-11-30,On Time,0,470,208,Sufficient
ORD08018,2025-03-29,P008,Router,Networking,SUP001,TechSource India,4.6,WH006,Pune Warehouse,Pune,8000,53.13,44,5000,220000,Air,Chennai,Mumbai,818,14724,2025-03-30,2025-03-30,On Time,0,784,209,Sufficient
ORD08019,2025-09-28,P004,Keyboard,Accessories,SUP007,Digital Supply Co,3.8,WH006,Pune Warehouse,Pune,8000,84.16,27,1500,40500,Sea,Delhi,Chennai,1453,4359,2025-10-08,2025-10-08,On Time,0,337,169,Sufficient
ORD08020,2025-03-14,P001,Laptop,Electronics,SUP005,SmartTech Distributors,4.4,WH004,Mumbai Central,Mumbai,15000,79.42,39,65000,2535000,Sea,Bangalore,Jaipur,1400,4200,2025-03-26,2025-03-27,On Time,1,844,261,Sufficient
ORD08021,2025-04-08,P012,RAM,Computer Parts,SUP003,Prime Components,4.8,WH001,Chennai Central,Chennai,10000,87.47,99,3500,346500,Sea,Chennai,Mumbai,2106,6318,2025-04-18,2025-04-18,On Time,0,476,155,Sufficient
ORD08022,2025-11-25,P011,SSD,Storage,SUP006,Reliable Components,4.7,WH001,Chennai Central,Chennai,10000,47.08,11,7000,77000,Rail,Bangalore,Hyderabad,1932,9660,2025-12-04,2025-12-05,On Time,1,675,195,Sufficient
ORD08023,2025-06-06,P009,Switch,Networking,SUP003,Prime Components,4.8,WH001,Chennai Central,Chennai,10000,90.97,96,7500,720000,Road,Pune,Jaipur,1854,14832,2025-06-13,2025-06-15,Delayed,2,296,162,Sufficient
ORD08024,2025-09-10,P004,Keyboard,Accessories,SUP006,Reliable Components,4.7,WH004,Mumbai Central,Mumbai,15000,92.17,35,1500,52500,Road,Chennai,Bangalore,594,4752,2025-09-14,2025-09-14,On Time,0,832,271,Sufficient
ORD08025,2025-01-14,P013,Graphics Card,Computer Parts,SUP002,Global Electronics,4.2,WH005,Delhi Distribution,Delhi,14000,81.61,100,45000,4500000,Rail,Delhi,Coimbatore,2213,11065,2025-01-19,2025-01-19,On Time,0,584,231,Sufficient
ORD08026,2025-03-08,P001,Laptop,Electronics,SUP001,TechSource India,4.6,WH003,Hyderabad Hub,Hyderabad,9000,80.89,43,65000,2795000,Road,Delhi,Pune,1667,13336,2025-03-15,2025-03-23,Delayed,8,856,279,Sufficient
ORD08027,2025-11-10,P011,SSD,Storage,SUP005,SmartTech Distributors,4.4,WH004,Mumbai Central,Mumbai,15000,45.74,24,7000,168000,Sea,Chennai,Mumbai,732,2196,2025-11-22,2025-12-01,Delayed,9,205,236,Reorder Required
ORD08028,2025-12-12,P009,Switch,Networking,SUP002,Global Electronics,4.2,WH004,Mumbai Central,Mumbai,15000,90.65,23,7500,172500,Road,Mumbai,Chennai,65,520,2025-12-16,2025-12-16,On Time,0,313,292,Sufficient
ORD08029,2025-08-12,P003,Monitor,Electronics,SUP006,Reliable Components,4.7,WH002,Bangalore Hub,Bangalore,12000,58.46,69,18000,1242000,Air,Hyderabad,Mumbai,1824,32832,2025-08-16,2025-08-16,On Time,0,786,114,Sufficient
ORD08030,2025-01-03,P013,Graphics Card,Computer Parts,SUP003,Prime Components,4.8,WH004,Mumbai Central,Mumbai,15000,83.14,67,45000,3015000,Road,Bangalore,Mumbai,183,1464,2025-01-11,2025-01-12,On Time,1,794,197,Sufficient
ORD08031,2025-07-01,P001,Laptop,Electronics,SUP001,TechSource India,4.6,WH005,Delhi Distribution,Delhi,14000,74.68,60,65000,3900000,Rail,Pune,Mumbai,891,4455,2025-07-11,2025-07-20,Delayed,9,741,265,Sufficient
ORD08032,2025-02-03,P005,Mouse,Accessories,SUP004,NextGen Supplies,3.9,WH001,Chennai Central,Chennai,10000,95.78,23,800,18400,Rail,Bangalore,Coimbatore,2104,10520,2025-02-09,2025-02-09,On Time,0,816,201,Sufficient
ORD08033,2025-12-28,P003,Monitor,Electronics,SUP006,Reliable Components,4.7,WH005,Delhi Distribution,Delhi,14000,78.5,20,18000,360000,Sea,Bangalore,Delhi,1183,3549,2026-01-17,2026-01-18,On Time,1,215,253,Reorder Required
ORD08034,2025-09-19,P012,RAM,Computer Parts,SUP008,FutureTech Suppliers,4.5,WH004,Mumbai Central,Mumbai,15000,72.74,92,3500,322000,Road,Hyderabad,Kolkata,1398,11184,2025-09-22,2025-09-23,Delayed,1,920,130,Sufficient
ORD08035,2025-04-29,P006,Printer,Office Equipment,SUP007,Digital Supply Co,3.8,WH004,Mumbai Central,Mumbai,15000,57.46,89,12000,1068000,Rail,Chennai,Pune,801,4005,2025-05-08,2025-05-12,Delayed,4,743,236,Sufficient
ORD08036,2025-07-02,P003,Monitor,Electronics,SUP008,FutureTech Suppliers,4.5,WH003,Hyderabad Hub,Hyderabad,9000,85.06,52,18000,936000,Road,Mumbai,Bangalore,876,7008,2025-07-09,2025-07-10,On Time,1,520,133,Sufficient
ORD08037,2025-08-17,P001,Laptop,Electronics,SUP005,SmartTech Distributors,4.4,WH001,Chennai Central,Chennai,10000,77.11,24,65000,1560000,Air,Mumbai,Hyderabad,1132,20376,2025-08-21,2025-08-21,On Time,0,947,252,Sufficient
ORD08038,2025-04-14,P006,Printer,Office Equipment,SUP008,FutureTech Suppliers,4.5,WH002,Bangalore Hub,Bangalore,12000,93.51,46,12000,552000,Sea,Pune,Mumbai,2059,6177,2025-04-24,2025-04-27,Delayed,3,346,130,Sufficient
ORD08039,2025-04-10,P009,Switch,Networking,SUP002,Global Electronics,4.2,WH006,Pune Warehouse,Pune,8000,85.97,76,7500,570000,Sea,Bangalore,Kolkata,880,2640,2025-04-30,2025-04-30,On Time,0,818,284,Sufficient
ORD08040,2025-12-13,P009,Switch,Networking,SUP005,SmartTech Distributors,4.4,WH004,Mumbai Central,Mumbai,15000,63.56,60,7500,450000,Sea,Bangalore,Mumbai,1626,4878,2025-12-25,2025-12-25,On Time,0,202,260,Reorder Required
ORD08041,2025-12-03,P013,Graphics Card,Computer Parts,SUP003,Prime Components,4.8,WH005,Delhi Distribution,Delhi,14000,53.25,77,45000,3465000,Sea,Mumbai,Chennai,1699,5097,2025-12-17,2025-12-17,On Time,0,968,155,Sufficient
ORD08042,2025-12-15,P006,Printer,Office Equipment,SUP008,FutureTech Suppliers,4.5,WH002,Bangalore Hub,Bangalore,12000,89.82,72,12000,864000,Rail,Hyderabad,Chennai,1896,9480,2025-12-23,2025-12-23,On Time,0,210,295,Reorder Required
ORD08043,2025-09-17,P010,Hard Drive,Storage,SUP006,Reliable Components,4.7,WH006,Pune Warehouse,Pune,8000,58.07,42,6000,252000,Road,Hyderabad,Jaipur,712,5696,2025-09-25,2025-09-26,On Time,1,755,152,Sufficient
ORD08044,2025-01-31,P007,Scanner,Office Equipment,SUP008,FutureTech Suppliers,4.5,WH005,Delhi Distribution,Delhi,14000,92.42,15,9000,135000,Road,Hyderabad,Coimbatore,1385,11080,2025-02-05,2025-02-06,On Time,1,225,283,Reorder Required
ORD08045,2025-03-03,P012,RAM,Computer Parts,SUP007,Digital Supply Co,3.8,WH002,Bangalore Hub,Bangalore,12000,77.68,98,3500,343000,Rail,Bangalore,Chennai,2242,11210,2025-03-08,2025-03-08,On Time,0,395,194,Sufficient
ORD08046,2025-10-13,P008,Router,Networking,SUP002,Global Electronics,4.2,WH003,Hyderabad Hub,Hyderabad,9000,66.09,100,5000,500000,Rail,Chennai,Jaipur,738,3690,2025-10-21,2025-10-22,On Time,1,287,199,Sufficient
ORD08047,2025-01-30,P005,Mouse,Accessories,SUP006,Reliable Components,4.7,WH005,Delhi Distribution,Delhi,14000,87.41,77,800,61600,Air,Hyderabad,Mumbai,671,12078,2025-02-02,2025-02-02,On Time,0,394,214,Sufficient
ORD08048,2025-09-19,P013,Graphics Card,Computer Parts,SUP005,SmartTech Distributors,4.4,WH004,Mumbai Central,Mumbai,15000,90.8,99,45000,4455000,Road,Hyderabad,Delhi,506,4048,2025-09-24,2025-09-24,On Time,0,684,190,Sufficient
ORD08049,2025-05-11,P013,Graphics Card,Computer Parts,SUP002,Global Electronics,4.2,WH002,Bangalore Hub,Bangalore,12000,95.69,40,45000,1800000,Air,Bangalore,Chennai,1271,22878,2025-05-14,2025-05-14,On Time,0,908,278,Sufficient
ORD08050,2025-06-11,P015,Headset,Accessories,SUP007,Digital Supply Co,3.8,WH004,Mumbai Central,Mumbai,15000,54.04,91,2500,227500,Air,Mumbai,Hyderabad,1794,32292,2025-06-13,2025-06-13,On Time,0,800,205,Sufficient
ORD08051,2025-07-03,P009,Switch,Networking,SUP006,Reliable Components,4.7,WH005,Delhi Distribution,Delhi,14000,88.28,50,7500,375000,Rail,Pune,Kolkata,232,1160,2025-07-09,2025-07-15,Delayed,6,472,241,Sufficient
ORD08052,2025-01-26,P001,Laptop,Electronics,SUP005,SmartTech Distributors,4.4,WH003,Hyderabad Hub,Hyderabad,9000,60.28,76,65000,4940000,Rail,Hyderabad,Bangalore,2498,12490,2025-02-06,2025-02-07,On Time,1,704,205,Sufficient
ORD08053,2025-05-17,P004,Keyboard,Accessories,SUP003,Prime Components,4.8,WH005,Delhi Distribution,Delhi,14000,76.39,1,1500,1500,Sea,Mumbai,Pune,2345,7035,2025-05-29,2025-05-29,On Time,0,773,236,Sufficient
ORD08054,2025-09-18,P008,Router,Networking,SUP008,FutureTech Suppliers,4.5,WH006,Pune Warehouse,Pune,8000,87.11,35,5000,175000,Air,Hyderabad,Coimbatore,1492,26856,2025-09-19,2025-09-20,On Time,1,705,231,Sufficient
ORD08055,2025-05-12,P005,Mouse,Accessories,SUP007,Digital Supply Co,3.8,WH003,Hyderabad Hub,Hyderabad,9000,95.59,87,800,69600,Air,Pune,Jaipur,2486,44748,2025-05-14,2025-05-20,Delayed,6,629,292,Sufficient
ORD08056,2025-12-10,P014,Webcam,Accessories,SUP002,Global Electronics,4.2,WH001,Chennai Central,Chennai,10000,89.99,56,4000,224000,Road,Hyderabad,Mumbai,1201,9608,2025-12-14,2025-12-15,On Time,1,415,221,Sufficient
ORD08057,2025-12-10,P003,Monitor,Electronics,SUP002,Global Electronics,4.2,WH001,Chennai Central,Chennai,10000,71.34,88,18000,1584000,Sea,Delhi,Bangalore,128,384,2025-12-28,2025-12-28,On Time,0,329,127,Sufficient
ORD08058,2025-05-25,P007,Scanner,Office Equipment,SUP006,Reliable Components,4.7,WH002,Bangalore Hub,Bangalore,12000,81.63,24,9000,216000,Air,Mumbai,Kolkata,728,13104,2025-05-28,2025-05-28,On Time,0,792,100,Sufficient
ORD08059,2025-04-23,P015,Headset,Accessories,SUP001,TechSource India,4.6,WH003,Hyderabad Hub,Hyderabad,9000,61.0,11,2500,27500,Rail,Bangalore,Ahmedabad,94,470,2025-05-05,2025-05-05,On Time,0,713,275,Sufficient
ORD08060,2025-07-25,P007,Scanner,Office Equipment,SUP003,Prime Components,4.8,WH002,Bangalore Hub,Bangalore,12000,70.22,30,9000,270000,Road,Delhi,Coimbatore,1641,13128,2025-07-28,2025-07-28,On Time,0,359,112,Sufficient
ORD08061,2025-04-07,P004,Keyboard,Accessories,SUP004,NextGen Supplies,3.9,WH005,Delhi Distribution,Delhi,14000,75.72,97,1500,145500,Air,Delhi,Ahmedabad,1351,24318,2025-04-09,2025-04-09,On Time,0,796,216,Sufficient
ORD08062,2025-07-08,P010,Hard Drive,Storage,SUP004,NextGen Supplies,3.9,WH001,Chennai Central,Chennai,10000,46.99,40,6000,240000,Road,Pune,Ahmedabad,269,2152,2025-07-14,2025-07-15,On Time,1,765,171,Sufficient
ORD08063,2025-04-23,P007,Scanner,Office Equipment,SUP001,TechSource India,4.6,WH002,Bangalore Hub,Bangalore,12000,65.67,39,9000,351000,Rail,Chennai,Bangalore,406,2030,2025-05-05,2025-05-05,On Time,0,346,292,Sufficient
